CDSCode,Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,Educational Option Type,NSLP Provision Status,Charter School (Y/N),Charter School Number,Charter Funding Type,IRC,Low Grade,High Grade,Enrollment (K-12),Free Meal Count (K-12),Percent (%) Eligible Free (K-12),FRPM Count (K-12),Percent (%) Eligible FRPM (K-12),Enrollment (Ages 5-17),Free Meal Count (Ages 5-17),Percent (%) Eligible Free (Ages 5-17),FRPM Count (Ages 5-17),Percent (%) Eligible FRPM (Ages 5-17),2013-14 CALPADS Fall 1 Certification Status
12630326008163,2014-2015,12,63032,6008163,Humboldt,South Bay Union Elementary,Pine Hill Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,3,282.0,154.0,0.546099290780142,190.0,0.673758865248227,276.0,150.0,0.543478260869565,186.0,0.673913043478261,1
12630326008171,2014-2015,12,63032,6008171,Humboldt,South Bay Union Elementary,South Bay Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,4,6,163.0,77.0,0.47239263803681,103.0,0.631901840490798,163.0,77.0,0.47239263803681,103.0,0.631901840490798,1
12753821230085,2014-2015,12,75382,1230085,Humboldt,Mattole Unified,Mattole Triple Junction High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,10.0,3.0,0.3,3.0,0.3,9.0,2.0,0.222222222222222,2.0,0.222222222222222,1
12755150127407,2014-2015,12,75515,0127407,Humboldt,Eureka City Schools,Winship Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,428.0,194.0,0.453271028037383,234.0,0.546728971962617,428.0,194.0,0.453271028037383,234.0,0.546728971962617,1
12755151232057,2014-2015,12,75515,1232057,Humboldt,Eureka City Schools,Zoe Barnum High,Unified School District,Continuation High Schools,Continuation School,,0,,,0,10,12,54.0,32.0,0.592592592592593,39.0,0.722222222222222,46.0,29.0,0.630434782608696,35.0,0.760869565217391,1
12755151232206,2014-2015,12,75515,1232206,Humboldt,Eureka City Schools,Eureka Senior High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,1073.0,387.0,0.36067101584343,477.0,0.444547996272134,1041.0,370.0,0.355427473583093,460.0,0.441882804995197,1
12755156007751,2014-2015,12,75515,6007751,Humboldt,Eureka City Schools,Alice Birney Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,443.0,362.0,0.817155756207675,401.0,0.905191873589165,431.0,354.0,0.821345707656613,391.0,0.907192575406032,1
12755156007777,2014-2015,12,75515,6007777,Humboldt,Eureka City Schools,Grant Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,288.0,206.0,0.715277777777778,231.0,0.802083333333333,288.0,206.0,0.715277777777778,231.0,0.802083333333333,1
12755156007793,2014-2015,12,75515,6007793,Humboldt,Eureka City Schools,Lafayette Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,337.0,222.0,0.658753709198813,262.0,0.777448071216617,321.0,213.0,0.663551401869159,252.0,0.785046728971963,1
12755156007827,2014-2015,12,75515,6007827,Humboldt,Eureka City Schools,Washington Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,535.0,236.0,0.441121495327103,297.0,0.555140186915888,523.0,233.0,0.445506692160612,294.0,0.562141491395794,1
12755156057376,2014-2015,12,75515,6057376,Humboldt,Eureka City Schools,Catherine L. Zane Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,495.0,255.0,0.515151515151515,316.0,0.638383838383838,495.0,255.0,0.515151515151515,316.0,0.638383838383838,1
12768020124164,2014-2015,12,76802,0124164,Humboldt,Fortuna Elementary,Redwood Preparatory Charter,Elementary School District,Elementary Schools (Public),Traditional,,1,1304,Directly funded,1,K,8,201.0,26.0,0.129353233830846,51.0,0.253731343283582,201.0,26.0,0.129353233830846,51.0,0.253731343283582,1
12768026007868,2014-2015,12,76802,6007868,Humboldt,Fortuna Elementary,Fortuna Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,5,8,265.0,171.0,0.645283018867924,198.0,0.747169811320755,265.0,171.0,0.645283018867924,198.0,0.747169811320755,1
13101320131094,2014-2015,13,10132,0131094,Imperial,Imperial County Office of Education,Valley Academy,County Office of Education (COE),County Community,County Community School,,0,,,0,K,12,191.0,185.0,0.968586387434555,185.0,0.968586387434555,170.0,165.0,0.970588235294118,165.0,0.970588235294118,1
13101321330117,2014-2015,13,10132,1330117,Imperial,Imperial County Office of Education,Imperial County Juvenile Hall/Community,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,,0,,,0,K,12,7.0,7.0,1.0,7.0,1.0,7.0,7.0,1.0,7.0,1.0,1
13101326069272,2014-2015,13,10132,6069272,Imperial,Imperial County Office of Education,Imperial County Special Education,County Office of Education (COE),Special Education Schools (Public),Special Education School,,0,,,0,K,12,346.0,172.0,0.497109826589595,195.0,0.563583815028902,289.0,152.0,0.525951557093426,174.0,0.602076124567474,1
13630811331404,2014-2015,13,63081,1331404,Imperial,Brawley Union High,Brawley High,High School District,High Schools (Public),Traditional,,0,,,0,9,12,1677.0,1086.0,0.647584973166369,1236.0,0.737030411449016,1631.0,1056.0,0.647455548743102,1201.0,0.73635806253832,1
13630990112318,2014-2015,13,63099,0112318,Imperial,Calexico Unified,Enrique Camarena Jr. High,Unified School District,Junior High Schools (Public),Traditional,Provision 2,0,,,0,7,9,697.0,470.0,0.674318507890961,538.0,0.771879483500717,697.0,470.0,0.674318507890961,538.0,0.771879483500717,1
13630990113985,2014-2015,13,63099,0113985,Imperial,Calexico Unified,Cesar Chavez Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,0,,,0,K,6,1042.0,527.0,0.505758157389635,671.0,0.643953934740883,1030.0,527.0,0.511650485436893,671.0,0.651456310679612,1
13630991332154,2014-2015,13,63099,1332154,Imperial,Calexico Unified,Aurora High (Continuation),Unified School District,Continuation High Schools,Continuation School,Provision 2,0,,,0,9,12,190.0,153.0,0.805263157894737,160.0,0.842105263157895,115.0,94.0,0.817391304347826,98.0,0.852173913043478,1
13630991332204,2014-2015,13,63099,1332204,Imperial,Calexico Unified,Calexico High,Unified School District,High Schools (Public),Traditional,Provision 2,0,,,0,9,12,2981.0,2700.0,0.905736330090574,2979.0,0.999329084199933,2847.0,2573.0,0.903758342114506,2845.0,0.999297506146821,1
13630996008346,2014-2015,13,63099,6008346,Imperial,Calexico Unified,Dool Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,0,,,0,K,6,590.0,464.0,0.786440677966102,482.0,0.816949152542373,573.0,455.0,0.794066317626527,472.0,0.823734729493892,1
13630996008361,2014-2015,13,63099,6008361,Imperial,Calexico Unified,Jefferson Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,0,,,0,K,6,725.0,492.0,0.678620689655172,528.0,0.728275862068966,709.0,490.0,0.691114245416079,526.0,0.741889985895628,1
13630996008379,2014-2015,13,63099,6008379,Imperial,Calexico Unified,Rockwood Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,0,,,0,K,6,630.0,543.0,0.861904761904762,561.0,0.89047619047619,621.0,538.0,0.86634460547504,556.0,0.895330112721417,1
13630996008387,2014-2015,13,63099,6008387,Imperial,Calexico Unified,Mains Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,0,,,0,K,6,540.0,404.0,0.748148148148148,421.0,0.77962962962963,530.0,401.0,0.756603773584906,418.0,0.788679245283019,1
13630996099485,2014-2015,13,63099,6099485,Imperial,Calexico Unified,Kennedy Gardens,Unified School District,Elementary Schools (Public),Traditional,Provision 2,0,,,0,K,6,566.0,404.0,0.713780918727915,436.0,0.770318021201413,547.0,397.0,0.725776965265082,429.0,0.784277879341865,1
13630996106975,2014-2015,13,63099,6106975,Imperial,Calexico Unified,Blanche Charles Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,0,,,0,K,6,539.0,434.0,0.805194805194805,468.0,0.868274582560297,539.0,434.0,0.805194805194805,468.0,0.868274582560297,1
13630996111587,2014-2015,13,63099,6111587,Imperial,Calexico Unified,William Moreno Junior High,Unified School District,Junior High Schools (Public),Traditional,CEP,0,,,0,7,9,763.0,676.0,0.885976408912189,705.0,0.923984272608126,763.0,676.0,0.885976408912189,705.0,0.923984272608126,1
13631071332501,2014-2015,13,63107,1332501,Imperial,Calipatria Unified,Calipatria High,Unified School District,High Schools (Public),Traditional,Provision 2,0,,,0,9,12,364.0,248.0,0.681318681318681,279.0,0.766483516483517,346.0,234.0,0.676300578034682,264.0,0.763005780346821,1
13631076008395,2014-2015,13,63107,6008395,Imperial,Calipatria Unified,Bill E. Young Jr. Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,0,,,0,5,8,351.0,280.0,0.797720797720798,294.0,0.837606837606838,351.0,280.0,0.797720797720798,294.0,0.837606837606838,1
13631076008403,2014-2015,13,63107,6008403,Imperial,Calipatria Unified,Grace Smith Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,0,,,0,K,4,89.0,80.0,0.898876404494382,82.0,0.921348314606742,89.0,80.0,0.898876404494382,82.0,0.921348314606742,1
13631076103535,2014-2015,13,63107,6103535,Imperial,Calipatria Unified,Fremont Primary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,0,,,0,K,4,392.0,301.0,0.767857142857143,321.0,0.818877551020408,380.0,291.0,0.765789473684211,311.0,0.818421052631579,1
13631150131243,2014-2015,13,63115,0131243,Imperial,Central Union High,Phoenix Rising High,High School District,Alternative Schools of Choice,Alternative School of Choice,,0,,,0,9,10,21.0,21.0,1.0,21.0,1.0,21.0,21.0,1.0,21.0,1.0,1
13631230118455,2014-2015,13,63123,0118455,Imperial,El Centro Elementary,Ballington Academy for the Arts and Sciences,Elementary School District,Elementary Schools (Public),Traditional,,1,1030,Directly funded,1,K,6,229.0,139.0,0.606986899563319,154.0,0.672489082969432,226.0,136.0,0.601769911504425,151.0,0.668141592920354,1
13631230121855,2014-2015,13,63123,0121855,Imperial,El Centro Elementary,Imagine Schools at Imperial Valley,Elementary School District,Elementary Schools (Public),Traditional,,1,1044,Directly funded,1,K,7,873.0,564.0,0.646048109965636,648.0,0.742268041237113,857.0,555.0,0.647607934655776,635.0,0.74095682613769,1
13631230122663,2014-2015,13,63123,0122663,Imperial,El Centro Elementary,Imperial Valley Home School Academy,Elementary School District,Elementary Schools (Public),Traditional,,1,1249,Locally funded,0,K,8,81.0,8.0,0.0987654320987654,8.0,0.0987654320987654,79.0,8.0,0.10126582278481,8.0,0.10126582278481,1
13631236008411,2014-2015,13,63123,6008411,Imperial,El Centro Elementary,De Anza Magnet,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,8,455.0,230.0,0.505494505494505,281.0,0.617582417582418,455.0,230.0,0.505494505494505,281.0,0.617582417582418,1
13631236008429,2014-2015,13,63123,6008429,Imperial,El Centro Elementary,Desert Garden Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,347.0,262.0,0.755043227665706,292.0,0.84149855907781,347.0,262.0,0.755043227665706,292.0,0.84149855907781,1
13631236008437,2014-2015,13,63123,6008437,Imperial,El Centro Elementary,Harding Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,525.0,338.0,0.643809523809524,413.0,0.786666666666667,513.0,331.0,0.645224171539961,406.0,0.791423001949318,1
13631236008445,2014-2015,13,63123,6008445,Imperial,El Centro Elementary,Kennedy Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,7,8,353.0,291.0,0.824362606232295,305.0,0.864022662889518,353.0,291.0,0.824362606232295,305.0,0.864022662889518,1
13631236008452,2014-2015,13,63123,6008452,Imperial,El Centro Elementary,Lincoln Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,368.0,313.0,0.85054347826087,337.0,0.915760869565217,367.0,313.0,0.852861035422343,337.0,0.918256130790191,1
13631236008460,2014-2015,13,63123,6008460,Imperial,El Centro Elementary,Margaret Hedrick Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,502.0,281.0,0.559760956175299,353.0,0.703187250996016,488.0,272.0,0.557377049180328,343.0,0.702868852459016,1
13631236008478,2014-2015,13,63123,6008478,Imperial,El Centro Elementary,McKinley Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,399.0,326.0,0.817042606516291,346.0,0.867167919799499,399.0,326.0,0.817042606516291,346.0,0.867167919799499,1
13631236008486,2014-2015,13,63123,6008486,Imperial,El Centro Elementary,Washington Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,430.0,378.0,0.87906976744186,402.0,0.934883720930233,416.0,368.0,0.884615384615385,391.0,0.939903846153846,1
13631236008494,2014-2015,13,63123,6008494,Imperial,El Centro Elementary,Wilson Jr. High,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,7,8,671.0,459.0,0.684053651266766,533.0,0.794336810730253,671.0,459.0,0.684053651266766,533.0,0.794336810730253,1
13631236108823,2014-2015,13,63123,6108823,Imperial,El Centro Elementary,Martin Luther King Jr. Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,417.0,330.0,0.79136690647482,363.0,0.870503597122302,404.0,322.0,0.797029702970297,352.0,0.871287128712871,1
13631236113658,2014-2015,13,63123,6113658,Imperial,El Centro Elementary,Sunflower Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,451.0,214.0,0.47450110864745,274.0,0.607538802660754,451.0,214.0,0.47450110864745,274.0,0.607538802660754,1
13631316008502,2014-2015,13,63131,6008502,Imperial,Heber Elementary,Heber Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,Provision 2,0,,,0,K,8,1233.0,1014.0,0.822384428223844,1134.0,0.91970802919708,1216.0,1002.0,0.824013157894737,1121.0,0.921875,1
13631490125922,2014-2015,13,63149,0125922,Imperial,Holtville Unified,Freedom Academy of Imperial Valley,Unified School District,Alternative Schools of Choice,Alternative School of Choice,,0,,,0,K,12,20.0,2.0,0.1,2.0,0.1,19.0,2.0,0.105263157894737,2.0,0.105263157894737,1
13631496008510,2014-2015,13,63149,6008510,Imperial,Holtville Unified,Emmett S. Finley Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,0,,,0,K,5,554.0,340.0,0.613718411552347,382.0,0.689530685920578,542.0,335.0,0.618081180811808,376.0,0.693726937269373,1
13631646117808,2014-2015,13,63164,6117808,Imperial,Imperial Unified,T. L. Waggoner Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,803.0,230.0,0.286425902864259,312.0,0.38854296388543,781.0,225.0,0.28809218950064,303.0,0.387964148527529,1
13631726008585,2014-2015,13,63172,6008585,Imperial,Magnolia Union Elementary,Magnolia Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,0,,,0,K,8,130.0,23.0,0.176923076923077,27.0,0.207692307692308,130.0,23.0,0.176923076923077,27.0,0.207692307692308,1
13631986008619,2014-2015,13,63198,6008619,Imperial,Meadows Union Elementary,Meadows Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,Provision 2,0,,,0,K,8,449.0,317.0,0.706013363028953,356.0,0.792873051224944,446.0,315.0,0.70627802690583,354.0,0.79372197309417,1
13632140120881,2014-2015,13,63214,0120881,Imperial,San Pasqual Valley Unified,San Pasqual Vocational Academy,Unified School District,District Community Day Schools,Community Day School,,0,,,0,7,12,4.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,1.0,1
13632226008643,2014-2015,13,63222,6008643,Imperial,Seeley Union Elementary,Seeley Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,Provision 2,0,,,0,K,8,345.0,265.0,0.768115942028985,299.0,0.866666666666667,332.0,256.0,0.771084337349398,288.0,0.867469879518072,1
13632306008650,2014-2015,13,63230,6008650,Imperial,Westmorland Union Elementary,Westmorland Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,CEP,0,,,0,K,8,363.0,302.0,0.831955922865014,342.0,0.942148760330578,359.0,299.0,0.832869080779944,339.0,0.944289693593315,1
14101400117994,2014-2015,14,10140,0117994,Inyo,Inyo County Office of Education,YouthBuild Charter School of California,County Office of Education (COE),High Schools (Public),Traditional,,1,1012,Locally funded,0,9,12,1652.0,1398.0,0.846246973365617,1466.0,0.887409200968523,391.0,322.0,0.823529411764706,342.0,0.874680306905371,1
14101400121301,2014-2015,14,10140,0121301,Inyo,Inyo County Office of Education,YouthBuild Charter School of California Central,County Office of Education (COE),High Schools (Public),Traditional,,1,1165,Locally funded,0,9,12,160.0,159.0,0.99375,159.0,0.99375,,,,,,1
14101400128447,2014-2015,14,10140,0128447,Inyo,Inyo County Office of Education,The Education Corps,County Office of Education (COE),High Schools (Public),Traditional,,1,1594,Locally funded,0,9,12,411.0,400.0,0.97323600973236,408.0,0.992700729927007,181.0,175.0,0.966850828729282,179.0,0.988950276243094,1
14101401430073,2014-2015,14,10140,1430073,Inyo,Inyo County Office of Education,Jill Kinmont Boothe,County Office of Education (COE),County Community,County Community School,,0,,,0,K,12,10.0,7.0,0.7,7.0,0.7,8.0,6.0,0.75,6.0,0.75,1
14632971436203,2014-2015,14,63297,1436203,Inyo,Owens Valley Unified,Owens Valley High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,32.0,10.0,0.3125,16.0,0.5,31.0,10.0,0.32258064516129,15.0,0.483870967741935,1
14632976008791,2014-2015,14,63297,6008791,Inyo,Owens Valley Unified,Owens Valley Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,8,49.0,14.0,0.285714285714286,18.0,0.36734693877551,48.0,14.0,0.291666666666667,18.0,0.375,1
14633056008809,2014-2015,14,63305,6008809,Inyo,Round Valley Joint Elementary,Round Valley Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,0,,,0,K,8,136.0,29.0,0.213235294117647,34.0,0.25,135.0,28.0,0.207407407407407,33.0,0.244444444444444,1
