CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,Website,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Magnet,Latitude,Longitude,AdmFName1,AdmLName1,AdmEmail1,AdmFName2,AdmLName2,AdmEmail2,AdmFName3,AdmLName3,AdmEmail3,LastUpdate
08100820830059,0691063,08694,Active,Del Norte,Del Norte County Office of Education,Castle Rock,1260 Glenn Street,1260 Glenn St.,Crescent City,95531-2113,CA,301 West Washington Boulevard,301 West Washington Blvd.,Crescent City,95531,CA,(707) 464-0390,,www.delnorte.k12.ca.us,2001-08-27,,1,0358,Locally funded,00,County Office of Education (COE),65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,N,0,41.767856,-124.21144,Jeff,Slayton,jslayton@delnorte.k12.ca.us,,,,,,,2015-06-18
08618200833004,0610770,01193,Active,Del Norte,Del Norte County Unified,Del Norte High,1301 El Dorado Street,1301 El Dorado St.,Crescent City,95531-2110,CA,1301 El Dorado Street,1301 El Dorado St.,Crescent City,95531-2110,CA,(707) 464-0274,,www.delnorte.k12.ca.us,1980-07-01,,0,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0,41.767313,-124.20913,Randy,Fugate,rfugate@delnorte.k12.ca.us,,,,,,,2015-06-18
08618200836205,0610770,01200,Active,Del Norte,Del Norte County Unified,Sunset High,2500 Elk Valley Cross Road,2500 Elk Valley Cross Rd.,Crescent City,95531-8461,CA,2500 Elk Valley Cross Road,2500 Elk Valley Cross Rd.,Crescent City,95531-8461,CA,(707) 464-0380,,www.delnorte.k12.ca.us,1980-07-01,,0,,,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,9-12,N,0,41.809252,-124.15409,Tony,Fabricius,tfabricius@delnorte.k12.ca.us,,,,,,,2016-05-17
08618206005375,0610770,01191,Active,Del Norte,Del Norte County Unified,Bess Maxwell Elementary,1124 El Dorado Street,1124 El Dorado St.,Crescent City,95531-2111,CA,1124 El Dorado Street,1124 El Dorado St.,Crescent City,95531-2111,CA,(707) 464-0310,,www.delnorte.k12.ca.us,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,41.766385,-124.20925,Dan,Cartwright,dcartwright@delnorte.k12.ca.us,,,,,,,2016-08-18
08618206005383,0610770,01192,Active,Del Norte,Del Norte County Unified,Crescent Elk Middle,994 G Street,994 G St.,Crescent City,95531-3417,CA,994 G Street,994 G St.,Crescent City,95531-3417,CA,(707) 464-0320,,www.delnorte.k12.ca.us,1980-07-01,,0,,,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,0,41.756316,-124.20323,Paige,Swan,pswan@delnorte.k12.ca.us,,,,,,,2016-05-17
08618206005391,0610770,01194,Active,Del Norte,Del Norte County Unified,Joe Hamilton Elementary,1050 E Street,1050 E St.,Crescent City,95531-3423,CA,1050 E Street,1050 E St.,Crescent City,95531-3423,CA,(707) 464-0330,,www.delnorte.k12.ca.us,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,41.755632,-124.20526,Denise,Harnden,dharnden@delnorte.k12.ca.us,,,,,,,2015-06-18
08618206005417,0610770,01195,Active,Del Norte,Del Norte County Unified,Margaret Keating Elementary,300 Minot Creek Road,300 Minot Creek Rd.,Klamath,95548-0065,CA,PO Box 65,PO Box 65,Klamath,95548,CA,(707) 464-0340,,www.delnorte.k12.ca.us,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,41.55584,-124.05263,Jacob,Williams,jwilliams@delnorte.k12.ca.us,,,,,,,2016-05-17
08618206005425,0610770,01196,Active,Del Norte,Del Norte County Unified,Mountain Elementary,55 Azalea Lane,55 Azalea Ln.,Gasquet,95543,CA,PO Box 25,PO Box 25,Gasquet,95543-0025,CA,(707) 457-3211,,www.delnorte.k12.ca.us,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-7,N,0,41.84656,-123.96239,Rae,Fearing,rfearing@delnorte.k12.ca.us,,,,,,,2016-08-18
08618206005433,0610770,01197,Active,Del Norte,Del Norte County Unified,Pine Grove Elementary,900 Pine Grove Road,900 Pine Grove Rd.,Crescent City,95531-8948,CA,900 Pine Grove Road,900 Pine Grove Rd.,Crescent City,95531-8948,CA,(707) 464-0350,,www.delnorte.k12.ca.us,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,41.784926,-124.19502,Billy,Hartwick,bhartwick@delnorte.k12.ca.us,,,,,,,2015-06-18
08618206005441,0610770,01198,Active,Del Norte,Del Norte County Unified,Redwood Elementary,6900 Lake Earl Drive,6900 Lake Earl Dr.,Crescent City,95531-7909,CA,PO Box 155,PO Box 155,Fort Dick,95538-0155,CA,(707) 464-0360,,www.delnorte.k12.ca.us,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,41.868014,-124.14932,Theresa,Slayton,tslayton@delnorte.k12.ca.us,,,,,,,2015-06-18
08618206005458,0610770,01199,Active,Del Norte,Del Norte County Unified,Smith River Elementary,134 First Street,134 First St.,Smith River,95567-0280,CA,134 First Street,134 First St.,Smith River,95567-0280,CA,(707) 464-0370,,www.delnorte.k12.ca.us,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,41.926648,-124.14659,Diane,Wiese,dwiese@delnorte.k12.ca.us,,,,,,,2016-05-17
08618206113013,0610770,05574,Active,Del Norte,Del Norte County Unified,Mary Peacock Elementary,1720 Arlington,1720 Arlington,Crescent City,95331-8331,CA,1720 Arlington,1720 Arlington,Crescent City,95331-8331,CA,(707) 464-0301,,www.delnorte.k12.ca.us,1995-09-05,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,41.77713,-124.21124,Lara,Hirt,lhirt@delnorte.k12.ca.us,,,,,,,2015-06-18
09100900106047,0691006,10766,Active,El Dorado,El Dorado County Office of Education,Blue Ridge,1041 Al Tahoe Boulevard,1041 Al Tahoe Blvd.,South Lake Tahoe,95610,CA,6767 Green Valley Road,6767 Green Valley Rd.,Placerville,95667-8984,CA,(530) 541-4126,,www.edcoe.org,2004-09-20,,0,,,00,County Office of Education (COE),14,Juvenile Court Schools,JUV,Juvenile Court School,HS,High School,K-12,10-12,N,0,38.934026,-119.97346,Christy,Ploszaj,cploszaj@edcoe.org,,,,,,,2015-09-04
09100900123521,0691006,12762,Active,El Dorado,El Dorado County Office of Education,Charter Alternative Program (CAP),6520 Oak Dell Road,6520 Oak Dell Rd.,El Dorado,95623-4322,CA,6767 Green Valley Road,6767 Green Valley Rd.,Placerville,95667-8984,CA,(530) 622-6984,,www.edcoe.org,2010-08-09,,1,0360,Locally funded,00,County Office of Education (COE),10,County Community,COMM,County Community School,ELEM,Elementary,K-8,K-8,N,0,38.6813,-120.83501,David,Publicover,dpublicover@edcoe.org,,,,,,,2016-02-03
09100900930016,0691006,07386,Active,El Dorado,El Dorado County Office of Education,Golden Ridge,299 Fair Lane,299 Fair Ln.,Placerville,95667,CA,6767 Green Valley Road,6767 Green Valley Rd.,Placerville,95667-8984,CA,(530) 626-4356,,www.edcoe.org,1980-07-01,,0,,,00,County Office of Education (COE),14,Juvenile Court Schools,JUV,Juvenile Court School,HS,High School,K-12,7-12,N,0,38.727271,-120.82766,Christy,Ploszaj,cploszaj@edcoe.org,,,,,,,2016-01-31
09100900930123,0691006,01981,Active,El Dorado,El Dorado County Office of Education,Charter Community School Home Study Academy,6767 Green Valley Road,6767 Green Valley Rd.,Placerville,95667-8984,CA,6767 Green Valley Road,6767 Green Valley Rd.,Placerville,95667-8984,CA,(530) 295-2257,,www.edcoe.org,1993-09-01,,1,0005,Locally funded,00,County Office of Education (COE),10,County Community,COMM,County Community School,ELEMHIGH,Elementary-High Combination,K-12,2-12,N,0,38.72032,-120.86639,David,Publicover,dpublicover@edcoe.org,,,,,,,2015-06-18
09100906069470,0691006,09218,Active,El Dorado,El Dorado County Office of Education,Special Education,6767 Green Valley Road,6767 Green Valley Rd.,Placerville,95667-8984,CA,6767 Green Valley Road,6767 Green Valley Rd.,Placerville,95667-8984,CA,(530) 295-2275,,www.edcoe.org,1980-07-01,,0,,,00,County Office of Education (COE),09,Special Education Schools (Public),SPEC,Special Education School,ELEMHIGH,Elementary-High Combination,P-Adult,K-12,N,0,38.72032,-120.86639,Amy,Andersen,aandersen@edcoe.org,,,,,,,2015-06-18
09618380100024,0606270,11240,Active,El Dorado,Buckeye Union Elementary,Oak Meadow Elementary,7701 Silva Valley Parkway,7701 Silva Valley Pkwy.,El Dorado Hills,95762-7729,CA,7701 Silva Valley Parkway,7701 Silva Valley Pkwy.,El Dorado Hills,95762-7729,CA,(916) 933-9746,,www.buckeyeusd.org,2003-07-07,,0,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,38.657272,-121.05689,Tracy,Linyard,tlinyard@buckeyeusd.org,,,,,,,2015-10-08
09618380107227,0606270,10767,Active,El Dorado,Buckeye Union Elementary,Charter Montessori Blue Oak Campus,2391 Merrychase Drive,2391 Merrychase Dr.,Cameron Park,95682-9094,CA,2391 Merrychase Drive,2391 Merrychase Dr.,Cameron Park,95682-9094,CA,(530) 676-0164,,www.buckeyeusd.org,2004-07-28,,1,0665,Locally funded,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,38.657746,-121.00793,David,Roth,droth@buckeyeusd.org,,,,,,,2015-06-18
09618380111724,0606270,11580,Active,El Dorado,Buckeye Union Elementary,California Montessori Project-Shingle Springs Campus,4645 Buckeye Road,4645 Buckeye Rd.,Shingle Springs,95682-9505,CA,"5330A Gibbons Drive, Ste 700","5330A Gibbons Dr., Ste 700",Carmichael,95608-2117,CA,(530) 672-3095,,www.cacmp.org,2006-08-16,,1,0774,Directly funded,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,38.669211,-120.9119,Kim,Zawilski,kzawilski@cacmp.org,,,,,,,2015-06-18
09618380129965,0606270,13748,Active,El Dorado,Buckeye Union Elementary,Rising Sun Montessori,7006 Rossmore Lane,7006 Rossmore Ln.,El Dorado Hills,95762-7126,CA,7006 Rossmore Lane,7006 Rossmore Ln.,El Dorado Hills,95762-7126,CA,(916) 936-2333,,www.risingsunmontessori.org,2014-08-18,,1,1655,Directly funded,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,1-8,1-7,N,0,38.652632,-121.06007,Karl,Zierhut,kzierhut@risingsunmontessori.org,,,,,,,2016-03-30
09618460123125,0607170,12702,Active,El Dorado,Camino Union Elementary,Camino Science and Natural Resources Charter,3060 Snows Road,3060 Snows Rd.,Camino,95709-9578,CA,3060 Snows Road,3060 Snows Rd.,Camino,95709-9578,CA,(530) 644-4552,265,www.charter.caminoschool.org/,2011-08-11,,1,1150,Directly funded,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,1-8,N,0,38.734611,-120.67882,Boyd,Holler,bholler@caminoschool.org,,,,,,,2016-08-17
09618466005482,0607170,00656,Active,El Dorado,Camino Union Elementary,Camino Elementary,3060 Snows Road,3060 Snows Rd.,Camino,95709-9578,CA,3060 Snows Road,3060 Snows Rd.,Camino,95709-9578,CA,(530) 644-4552,213,www.camino.caminoschool.org,1980-07-01,,0,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,38.734611,-120.67882,Matthew,Smith,msmith@caminoschool.org,,,,,,,2016-08-18
09618530930214,0612070,10478,Active,El Dorado,El Dorado Union High,EDUHSD Virtual Academy at Shenandoah,6540 Koki Lane,6540 Koki Ln.,El Dorado,95623-4328,CA,6540 Koki Lane,6540 Koki Ln.,El Dorado,95623-4328,CA,(530) 622-6212,,http://shs.eduhsd.k12.ca.us/,2002-08-13,,1,0366,Locally funded,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,P,0,38.681781,-120.83825,Chuck,Palmer,cpalmer@eduhsd.net,,,,,,,2016-08-22
09618796005508,0615390,01962,Active,El Dorado,Gold Oak Union Elementary,Gold Oak Elementary,3171 Pleasant Valley Road,3171 Pleasant Valley Rd.,Placerville,95667-7836,CA,3171 Pleasant Valley Road,3171 Pleasant Valley Rd.,Placerville,95667-7836,CA,(530) 626-3160,,www.gousd.org,1980-07-01,,0,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,38.692386,-120.71838,Shirleen,Hernandez,shernandez@gousd.org,,,,,,,2016-08-18
09618876005516,0615450,01963,Active,El Dorado,Gold Trail Union Elementary,Gold Trail,889 Cold Springs Road,889 Cold Springs Rd.,Placerville,95667-9312,CA,889 Cold Springs Road,889 Cold Springs Rd.,Placerville,95667-9312,CA,(530) 626-2595,,www.gtusd.org,1957-07-01,,0,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,4-8,4-8,N,0,38.771601,-120.89066,Scott,Lyons,slyons@gtusd.org,,,,,,,2015-06-18
09618876110167,0615450,10200,Active,El Dorado,Gold Trail Union Elementary,Sutters Mill,4801 Luneman Road,4801 Luneman Rd.,Placerville,95667-8750,CA,4801 Luneman Road,4801 Luneman Rd.,Placerville,95667-8750,CA,(530) 626-2591,,www.gtusd.org,1991-09-03,,0,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-3,K-3,N,0,38.768933,-120.92876,Joe,Murchison,jmurchison@gtusd.org,,,,,,,2015-06-18
09618956005524,0618240,02245,Active,El Dorado,Indian Diggings Elementary,Indian Diggings Elementary,6020 Omo Ranch Road,6020 Omo Ranch Rd.,Somerset,95684-9209,CA,6020 Omo Ranch Road,6020 Omo Ranch Rd.,Somerset,95684-9209,CA,(530) 620-6546,,www.indiandiggingsschool.com/index.html,1856-07-01,,0,,,52,Elementary School District,61,Elemen Schools In 1 School Dist. (Public),TRAD,Traditional,ELEM,Elementary,K-8,1-8,N,0,38.581663,-120.57737,Grant,Coffin,gcoffin@edcoe.org,,,,,,,2015-06-18
09619030110155,0620640,11581,Active,El Dorado,Lake Tahoe Unified,Lake Tahoe Environmental Science Magnet,1095 San Bernardino Avenue,1095 San Bernardino Ave.,South Lake Tahoe,96150-5235,CA,1095 San Bernardino Avenue,1095 San Bernardino Ave.,South Lake Tahoe,96150-5235,CA,(530) 543-2371,,www.ltusd.org,2005-09-06,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,P,1,38.858874,-120.02044,Joel,Dameral,jdameral@ltusd.org,,,,,,,2016-07-19
09619116005581,0621180,02538,Active,El Dorado,Latrobe,Latrobe Elementary,7680 South Shingle Road,7680 South Shingle Rd.,Shingle Springs,95682,CA,7900 South Shingle Road,7900 South Shingle Rd.,Shingle Springs,95682,CA,(530) 677-0260,,www.latrobeschool.com,1980-07-01,,0,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-3,K-3,N,0,38.558355,-120.98154,Natalie,Miller,nmiller@latrobeschool.com,,,,,,,2015-06-18
09619116103857,0621180,08151,Active,El Dorado,Latrobe,Miller's Hill,7900 South Shingle Road,7900 South Shingle Rd.,Shingle Springs,95682-8026,CA,7900 South Shingle Road,7900 South Shingle Rd.,Shingle Springs,95682-8026,CA,(530) 677-0260,,www.latrobeschool.com,1980-07-01,,0,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,4-8,4-8,P,0,38.55537,-120.99051,Natalie,Miller,nmiller@latrobeschool.com,,,,,,,2015-06-18
09619296005615,0625980,03897,Active,El Dorado,Mother Lode Union Elementary,Herbert C. Green Middle,3781 Forni Road,3781 Forni Rd.,Placerville,95667-6207,CA,3781 Forni Road,3781 Forni Rd.,Placerville,95667-6207,CA,(530) 622-4668,,http://herbertgreen.mlusd.net/,1980-07-01,,0,,,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,5-8,5-8,N,0,38.708412,-120.83073,Leslie,Redkey,lredkey@mlusd.net,,,,,,,2016-09-12
09619296106678,0625980,09165,Active,El Dorado,Mother Lode Union Elementary,Indian Creek Elementary,6701 Green Valley Road,6701 Green Valley Rd.,Placerville,95667-8984,CA,6701 Green Valley Road,6701 Green Valley Rd.,Placerville,95667-8984,CA,(530) 626-0765,,http://indiancreek.mlusd.net/,1980-07-01,,0,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-4,K-4,N,0,38.720369,-120.86841,Rhonda,White,rwhite@mlusd.net,,,,,,,2015-10-07
09619526005649,0630780,04785,Active,El Dorado,Placerville Union Elementary,Edwin Markham Middle,2800 Moulton Drive,2800 Moulton Dr.,Placerville,95667-4334,CA,2800 Moulton Drive,2800 Moulton Dr.,Placerville,95667-4334,CA,(530) 622-0403,,www.pusdk8.us/markham,1980-07-01,,0,,,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,0,38.735115,-120.81519,Theresa,Edinger,tedinger@pusdk8.us,,,,,,,2016-08-24
09619526005656,0630780,04786,Active,El Dorado,Placerville Union Elementary,Louisiana Schnell Elementary,2871 Schnell School Road,2871 Schnell School Rd.,Placerville,95667-4935,CA,2871 Schnell School Road,2871 Schnell School Rd.,Placerville,95667-4935,CA,(530) 622-6244,,www.pusdk8.us/schnell,1980-07-01,,0,0006,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,38.735106,-120.77941,Patrick,Paturel,ppaturel@pusdk8.us,,,,,,,2016-08-24
09619526005664,0630780,04787,Active,El Dorado,Placerville Union Elementary,Sierra Elementary,1100 Thompson Way,1100 Thompson Way,Placerville,95667-5726,CA,1100 Thompson Way,1100 Thompson Way,Placerville,95667-5726,CA,(530) 622-0814,,www.pusdk8.us/sierra,1980-07-01,,0,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,38.728978,-120.7924,Rachelle,Ball,rball@pusdk8.org,,,,,,,2016-08-24
09619780101519,0632310,11168,Active,El Dorado,Rescue Union Elementary,Pleasant Grove Middle,2540 Green Valley Road,2540 Green Valley Rd.,Rescue,95672-9415,CA,2540 Green Valley Road,2540 Green Valley Rd.,Rescue,95672-9415,CA,(530) 672-4400,,www.pleasantgrovepumas.org,2003-08-18,,0,,,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,0,38.697797,-121.02028,Hope,Migliaccio,hmigliaccio@rescueusd.org,,,,,,,2016-07-26
09619780108258,0632310,10769,Active,El Dorado,Rescue Union Elementary,Lakeview Elementary,3371 Brittany Way,3371 Brittany Way,El Dorado Hills,95762-3996,CA,3371 Brittany Way,3371 Brittany Way,El Dorado Hills,95762-3996,CA,(916) 941-2600,,www.mylakevieweagles.com,2005-08-11,,0,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,38.698938,-121.09391,Kathy,Miracle,kmiracle@rescueusd.org,,,,,,,2016-07-26
09619786005706,0632310,04983,Active,El Dorado,Rescue Union Elementary,Jackson Elementary,2561 Francisco Drive,2561 Francisco Dr.,El Dorado Hills,95762-8201,CA,2561 Francisco Drive,2561 Francisco Dr.,El Dorado Hills,95762-8201,CA,(916) 933-1828,,www.myjacksonelementary.com,1980-07-01,,0,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,38.703619,-121.07904,Michele,Miller,mmiller@rescueusd.org,,,,,,,2015-06-18
09619786005714,0632310,04984,Active,El Dorado,Rescue Union Elementary,Rescue Elementary,3880 Green Valley Road,3880 Green Valley Rd.,Rescue,95672-9403,CA,3880 Green Valley Road,3880 Green Valley Rd.,Rescue,95672-9403,CA,(530) 677-2720,,www.rescueelementary.org,1980-07-01,,0,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,38.707061,-120.96503,Dustin,Haley,dhaley@rescueusd.org,,,,,,,2015-06-18
09619786098693,0632310,04982,Active,El Dorado,Rescue Union Elementary,Green Valley Elementary,2380 Bass Lake Road,2380 Bass Lake Rd.,Rescue,95672-9571,CA,2380 Bass Lake Road,2380 Bass Lake Rd.,Rescue,95672-9571,CA,(530) 677-3686,,www.mygreenvalleyschool.com,1980-07-01,,0,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,38.696365,-121.00773,Michelle,Winberg,mwinberg@rescueusd.org,,,,,,,2016-07-26
09619786103527,0632310,08948,Active,El Dorado,Rescue Union Elementary,Marina Village Middle,1901 Francisco Drive,1901 Francisco Dr.,El Dorado Hills,95762-3736,CA,1901 Francisco Drive,1901 Francisco Dr.,El Dorado Hills,95762-3736,CA,(916) 933-3993,,www.marinamustangs.com,1980-07-01,,0,,,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,P,0,38.71973,-121.08639,George,Tapanes,gtapanes@rescueusd.org,,,,,,,2015-10-06
09619786109441,0632310,10017,Active,El Dorado,Rescue Union Elementary,Lake Forest Elementary,2240 Sailsbury Drive,2240 Sailsbury Dr.,El Dorado Hills,95762-6984,CA,2240 Sailsbury Drive,2240 Sailsbury Dr.,El Dorado Hills,95762-6984,CA,(916) 933-0652,,www.lakeforestlakers.com,1990-08-10,,0,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,P,0,38.720522,-121.08367,Bruce,Peters,bpeters@rescueusd.org,,,,,,,2015-06-18
09737830121566,0605240,12774,Active,El Dorado,Black Oak Mine Unified,American River Charter,6620 Wentworth Springs Road,6620 Wentworth Springs Rd.,Georgetown,95634-9701,CA,6620 Wentworth Springs Road,6620 Wentworth Springs Rd.,Georgetown,95634-9701,CA,(530) 333-8340,,http://arcs-ca.schoolloop.com,2010-08-17,,1,1176,Locally funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,N,0,38.912449,-120.82703,Sally,Dyck,sdyck@bomusd.org,,,,,,,2016-07-20
